,Year,Month,Departure CPH Country,OnCounty,Destination CPH Country,OffCounty,Count
54363,2021.0,9.0,England,HERTFORDSHIRE,England,WARWICKSHIRE,23
54365,2021.0,9.0,England,HERTFORDSHIRE,Scotland,DUMFRIES & GALLOWAY,8
54366,2021.0,9.0,England,HERTFORDSHIRE,Wales,MID GLAMORGAN,2
54367,2021.0,9.0,England,HUMBERSIDE,England,CHESHIRE,4
54368,2021.0,9.0,England,HUMBERSIDE,England,CUMBRIA,41
54369,2021.0,9.0,England,HUMBERSIDE,England,DURHAM,30
54372,2021.0,9.0,England,HUMBERSIDE,England,LANCASHIRE,89
54376,2021.0,9.0,England,HUMBERSIDE,England,NORTH YORKSHIRE,"1,180"
54377,2021.0,9.0,England,HUMBERSIDE,England,NOTTINGHAMSHIRE,1
54378,2021.0,9.0,England,HUMBERSIDE,England,SHROPSHIRE,50
54379,2021.0,9.0,England,HUMBERSIDE,England,SOUTH YORKSHIRE,117
54380,2021.0,9.0,England,HUMBERSIDE,England,STAFFORDSHIRE,1
54381,2021.0,9.0,England,HUMBERSIDE,England,WEST YORKSHIRE,31
54383,2021.0,9.0,England,HUMBERSIDE,Scotland,DUMFRIES & GALLOWAY,1
54384,2021.0,9.0,England,HUMBERSIDE,Scotland,GRAMPIAN,140
54386,2021.0,9.0,England,HUMBERSIDE,Wales,CLWYD,8
54396,2021.0,9.0,England,KENT,England,DURHAM,24
54399,2021.0,9.0,England,KENT,England,GLOUCESTERSHIRE,11
54401,2021.0,9.0,England,KENT,England,GREATER MANCHESTER,26
54406,2021.0,9.0,England,KENT,England,NORTH YORKSHIRE,4
54408,2021.0,9.0,England,KENT,England,SOMERSET,20
54409,2021.0,9.0,England,KENT,England,SOUTH YORKSHIRE,16
54414,2021.0,9.0,England,KENT,Wales,MID GLAMORGAN,108
54443,2021.0,9.0,England,LEICESTERSHIRE,England,AVON,53
54448,2021.0,9.0,England,LEICESTERSHIRE,England,CHESHIRE,34
54449,2021.0,9.0,England,LEICESTERSHIRE,England,CUMBRIA,3
54450,2021.0,9.0,England,LEICESTERSHIRE,England,DERBYSHIRE,126
54453,2021.0,9.0,England,LEICESTERSHIRE,England,GLOUCESTERSHIRE,5
54454,2021.0,9.0,England,LEICESTERSHIRE,England,GREATER MANCHESTER,1
54455,2021.0,9.0,England,LEICESTERSHIRE,England,HEREFORD & WORCESTER,85
54458,2021.0,9.0,England,LEICESTERSHIRE,England,LANCASHIRE,181
54463,2021.0,9.0,England,LEICESTERSHIRE,England,NORTH YORKSHIRE,180
54464,2021.0,9.0,England,LEICESTERSHIRE,England,NOTTINGHAMSHIRE,169
54466,2021.0,9.0,England,LEICESTERSHIRE,England,SHROPSHIRE,96
54467,2021.0,9.0,England,LEICESTERSHIRE,England,SOMERSET,115
54468,2021.0,9.0,England,LEICESTERSHIRE,England,SOUTH YORKSHIRE,201
54469,2021.0,9.0,England,LEICESTERSHIRE,England,STAFFORDSHIRE,140
54472,2021.0,9.0,England,LEICESTERSHIRE,England,WARWICKSHIRE,287
54473,2021.0,9.0,England,LEICESTERSHIRE,England,WEST MIDLANDS,27
54475,2021.0,9.0,England,LEICESTERSHIRE,England,WEST YORKSHIRE,9
54477,2021.0,9.0,England,LEICESTERSHIRE,Wales,MID GLAMORGAN,327
54480,2021.0,9.0,England,LINCOLNSHIRE,England,CHESHIRE,2
54481,2021.0,9.0,England,LINCOLNSHIRE,England,CUMBRIA,1
54482,2021.0,9.0,England,LINCOLNSHIRE,England,DERBYSHIRE,74
54483,2021.0,9.0,England,LINCOLNSHIRE,England,GREATER MANCHESTER,22
54485,2021.0,9.0,England,LINCOLNSHIRE,England,LANCASHIRE,60
54490,2021.0,9.0,England,LINCOLNSHIRE,England,NORTH YORKSHIRE,67
54491,2021.0,9.0,England,LINCOLNSHIRE,England,NOTTINGHAMSHIRE,12
54493,2021.0,9.0,England,LINCOLNSHIRE,England,SHROPSHIRE,50
54494,2021.0,9.0,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,304
54495,2021.0,9.0,England,LINCOLNSHIRE,England,STAFFORDSHIRE,2
54496,2021.0,9.0,England,LINCOLNSHIRE,England,WEST MIDLANDS,5
54497,2021.0,9.0,England,LINCOLNSHIRE,England,WEST YORKSHIRE,28
54499,2021.0,9.0,England,LINCOLNSHIRE,Wales,DYFED,1
54510,2021.0,9.0,England,NORFOLK,England,GLOUCESTERSHIRE,5
54512,2021.0,9.0,England,NORFOLK,England,GREATER MANCHESTER,23
54514,2021.0,9.0,England,NORFOLK,England,HEREFORD & WORCESTER,1
54521,2021.0,9.0,England,NORFOLK,England,NORTH YORKSHIRE,35
54522,2021.0,9.0,England,NORFOLK,England,NOTTINGHAMSHIRE,42
54523,2021.0,9.0,England,NORFOLK,England,SOUTH YORKSHIRE,201
54524,2021.0,9.0,England,NORFOLK,England,STAFFORDSHIRE,2
54529,2021.0,9.0,England,NORFOLK,Scotland,CENTRAL,4
54530,2021.0,9.0,England,NORFOLK,Wales,MID GLAMORGAN,54
54534,2021.0,9.0,England,NORTHAMPTONSHIRE,England,CHESHIRE,6
54535,2021.0,9.0,England,NORTHAMPTONSHIRE,England,DEVON,287
54537,2021.0,9.0,England,NORTHAMPTONSHIRE,England,GLOUCESTERSHIRE,3
54538,2021.0,9.0,England,NORTHAMPTONSHIRE,England,HEREFORD & WORCESTER,55
54544,2021.0,9.0,England,NORTHAMPTONSHIRE,England,NORTH YORKSHIRE,34
54545,2021.0,9.0,England,NORTHAMPTONSHIRE,England,NOTTINGHAMSHIRE,3
54547,2021.0,9.0,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,150
54548,2021.0,9.0,England,NORTHAMPTONSHIRE,England,SOUTH YORKSHIRE,33
54549,2021.0,9.0,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,2
54551,2021.0,9.0,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,96
54552,2021.0,9.0,England,NORTHAMPTONSHIRE,England,WEST YORKSHIRE,13
54554,2021.0,9.0,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,35
54647,2021.0,9.0,England,OXFORDSHIRE,England,AVON,33
54650,2021.0,9.0,England,OXFORDSHIRE,England,CHESHIRE,23
54651,2021.0,9.0,England,OXFORDSHIRE,England,DURHAM,1
54652,2021.0,9.0,England,OXFORDSHIRE,England,GLOUCESTERSHIRE,67
54654,2021.0,9.0,England,OXFORDSHIRE,England,HEREFORD & WORCESTER,30
54655,2021.0,9.0,England,OXFORDSHIRE,England,LANCASHIRE,35
54661,2021.0,9.0,England,OXFORDSHIRE,England,SHROPSHIRE,24
54662,2021.0,9.0,England,OXFORDSHIRE,England,SOMERSET,41
54663,2021.0,9.0,England,OXFORDSHIRE,England,SOUTH YORKSHIRE,13
54664,2021.0,9.0,England,OXFORDSHIRE,England,STAFFORDSHIRE,21
54666,2021.0,9.0,England,OXFORDSHIRE,England,WARWICKSHIRE,66
54667,2021.0,9.0,England,OXFORDSHIRE,England,WILTSHIRE,201
54669,2021.0,9.0,England,OXFORDSHIRE,Wales,MID GLAMORGAN,178
54815,2021.0,9.0,England,SUFFOLK,England,HEREFORD & WORCESTER,1
54819,2021.0,9.0,England,SUFFOLK,England,NORTH YORKSHIRE,12
54820,2021.0,9.0,England,SUFFOLK,England,SOMERSET,17
54821,2021.0,9.0,England,SUFFOLK,England,SOUTH YORKSHIRE,25
54824,2021.0,9.0,England,SUFFOLK,England,WARWICKSHIRE,6
54826,2021.0,9.0,England,SUFFOLK,Wales,MID GLAMORGAN,17
54832,2021.0,9.0,England,SURREY,England,GLOUCESTERSHIRE,100
54837,2021.0,9.0,England,SURREY,England,SHROPSHIRE,2
54838,2021.0,9.0,England,SURREY,England,STAFFORDSHIRE,26
54841,2021.0,9.0,England,SURREY,England,WILTSHIRE,5
54843,2021.0,9.0,England,SURREY,Wales,MID GLAMORGAN,83
54895,2021.0,9.0,England,WEST SUSSEX,England,AVON,23
54898,2021.0,9.0,England,WEST SUSSEX,England,DEVON,1
54907,2021.0,9.0,England,WEST SUSSEX,England,SOMERSET,44
54910,2021.0,9.0,England,WEST SUSSEX,England,WILTSHIRE,31
55528,2021.0,10.0,England,BEDFORDSHIRE,England,HEREFORD & WORCESTER,22
55535,2021.0,10.0,England,BERKSHIRE,England,AVON,45
55539,2021.0,10.0,England,BERKSHIRE,England,CUMBRIA,4
55540,2021.0,10.0,England,BERKSHIRE,England,DORSET,1
55541,2021.0,10.0,England,BERKSHIRE,England,GLOUCESTERSHIRE,65
55543,2021.0,10.0,England,BERKSHIRE,England,HEREFORD & WORCESTER,8
55545,2021.0,10.0,England,BERKSHIRE,England,NOTTINGHAMSHIRE,1
55547,2021.0,10.0,England,BERKSHIRE,England,SOMERSET,9
55549,2021.0,10.0,England,BERKSHIRE,England,WILTSHIRE,37
55551,2021.0,10.0,England,BERKSHIRE,Wales,CLWYD,14
55552,2021.0,10.0,England,BERKSHIRE,Wales,MID GLAMORGAN,15
55553,2021.0,10.0,England,BUCKINGHAMSHIRE,England,AVON,6
55556,2021.0,10.0,England,BUCKINGHAMSHIRE,England,CUMBRIA,4
55557,2021.0,10.0,England,BUCKINGHAMSHIRE,England,GLOUCESTERSHIRE,11
55558,2021.0,10.0,England,BUCKINGHAMSHIRE,England,GREATER MANCHESTER,74
55560,2021.0,10.0,England,BUCKINGHAMSHIRE,England,HEREFORD & WORCESTER,1
55566,2021.0,10.0,England,BUCKINGHAMSHIRE,England,SHROPSHIRE,19
55567,2021.0,10.0,England,BUCKINGHAMSHIRE,England,SOUTH YORKSHIRE,36
55568,2021.0,10.0,England,BUCKINGHAMSHIRE,England,STAFFORDSHIRE,3
55570,2021.0,10.0,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,65
55574,2021.0,10.0,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,323
55575,2021.0,10.0,England,CAMBRIDGESHIRE,England,AVON,4
55579,2021.0,10.0,England,CAMBRIDGESHIRE,England,CHESHIRE,8
55580,2021.0,10.0,England,CAMBRIDGESHIRE,England,CORNWALL,10
55581,2021.0,10.0,England,CAMBRIDGESHIRE,England,CUMBRIA,20
55582,2021.0,10.0,England,CAMBRIDGESHIRE,England,DERBYSHIRE,40
55583,2021.0,10.0,England,CAMBRIDGESHIRE,England,DEVON,23
55584,2021.0,10.0,England,CAMBRIDGESHIRE,England,DURHAM,3
55586,2021.0,10.0,England,CAMBRIDGESHIRE,England,GLOUCESTERSHIRE,2
55587,2021.0,10.0,England,CAMBRIDGESHIRE,England,HEREFORD & WORCESTER,1
55590,2021.0,10.0,England,CAMBRIDGESHIRE,England,LANCASHIRE,1
55593,2021.0,10.0,England,CAMBRIDGESHIRE,England,MERSEYSIDE,5
55596,2021.0,10.0,England,CAMBRIDGESHIRE,England,NORTHUMBERLAND,5
55597,2021.0,10.0,England,CAMBRIDGESHIRE,England,NORTH YORKSHIRE,8
55598,2021.0,10.0,England,CAMBRIDGESHIRE,England,NOTTINGHAMSHIRE,3
55599,2021.0,10.0,England,CAMBRIDGESHIRE,England,SHROPSHIRE,58
55600,2021.0,10.0,England,CAMBRIDGESHIRE,England,SOMERSET,13
55601,2021.0,10.0,England,CAMBRIDGESHIRE,England,STAFFORDSHIRE,14
55605,2021.0,10.0,England,CAMBRIDGESHIRE,England,WEST YORKSHIRE,8
55606,2021.0,10.0,England,CAMBRIDGESHIRE,England,WILTSHIRE,1
55608,2021.0,10.0,England,CAMBRIDGESHIRE,Scotland,CENTRAL,2
55609,2021.0,10.0,England,CAMBRIDGESHIRE,Scotland,DUMFRIES & GALLOWAY,9
55610,2021.0,10.0,England,CAMBRIDGESHIRE,Scotland,FIFE,6
55611,2021.0,10.0,England,CAMBRIDGESHIRE,Scotland,STRATHCLYDE,15
55612,2021.0,10.0,England,CAMBRIDGESHIRE,Wales,CLWYD,4
55613,2021.0,10.0,England,CAMBRIDGESHIRE,Wales,DYFED,11
55614,2021.0,10.0,England,CAMBRIDGESHIRE,Wales,GWENT,4
55869,2021.0,10.0,England,EAST SUSSEX,England,AVON,18
55874,2021.0,10.0,England,EAST SUSSEX,England,CUMBRIA,54
55875,2021.0,10.0,England,EAST SUSSEX,England,DEVON,35
55877,2021.0,10.0,England,EAST SUSSEX,England,GLOUCESTERSHIRE,156
55883,2021.0,10.0,England,EAST SUSSEX,England,SHROPSHIRE,34
55884,2021.0,10.0,England,EAST SUSSEX,England,SOMERSET,50
55889,2021.0,10.0,England,EAST SUSSEX,Wales,MID GLAMORGAN,155
55892,2021.0,10.0,England,ESSEX,England,DURHAM,1
55895,2021.0,10.0,England,ESSEX,England,GREATER MANCHESTER,4
55896,2021.0,10.0,England,ESSEX,England,ISLE OF WIGHT,1
55902,2021.0,10.0,England,ESSEX,England,SOUTH YORKSHIRE,22
55905,2021.0,10.0,England,ESSEX,England,WARWICKSHIRE,94
55906,2021.0,10.0,England,ESSEX,England,WILTSHIRE,1
55908,2021.0,10.0,England,ESSEX,Wales,DYFED,2
55965,2021.0,10.0,England,HAMPSHIRE,England,AVON,182
55969,2021.0,10.0,England,HAMPSHIRE,England,DERBYSHIRE,19
55970,2021.0,10.0,England,HAMPSHIRE,England,DORSET,36
55971,2021.0,10.0,England,HAMPSHIRE,England,GLOUCESTERSHIRE,17
55973,2021.0,10.0,England,HAMPSHIRE,England,HEREFORD & WORCESTER,108
55974,2021.0,10.0,England,HAMPSHIRE,England,ISLE OF WIGHT,30
55979,2021.0,10.0,England,HAMPSHIRE,England,SHROPSHIRE,25
55980,2021.0,10.0,England,HAMPSHIRE,England,SOMERSET,394
55984,2021.0,10.0,England,HAMPSHIRE,England,WILTSHIRE,685
55986,2021.0,10.0,England,HAMPSHIRE,Wales,GWENT,22
56032,2021.0,10.0,England,HERTFORDSHIRE,England,CHESHIRE,4
56041,2021.0,10.0,England,HERTFORDSHIRE,England,WARWICKSHIRE,12
56043,2021.0,10.0,England,HERTFORDSHIRE,Scotland,CENTRAL,1
56044,2021.0,10.0,England,HERTFORDSHIRE,Wales,DYFED,2
56047,2021.0,10.0,England,HUMBERSIDE,England,CUMBRIA,19
56048,2021.0,10.0,England,HUMBERSIDE,England,DERBYSHIRE,1
56049,2021.0,10.0,England,HUMBERSIDE,England,DURHAM,1
56050,2021.0,10.0,England,HUMBERSIDE,England,GREATER MANCHESTER,16
56052,2021.0,10.0,England,HUMBERSIDE,England,LANCASHIRE,73
56055,2021.0,10.0,England,HUMBERSIDE,England,NORTH YORKSHIRE,"1,093"
56056,2021.0,10.0,England,HUMBERSIDE,England,SOUTH YORKSHIRE,97
56057,2021.0,10.0,England,HUMBERSIDE,England,WEST YORKSHIRE,62
56059,2021.0,10.0,England,HUMBERSIDE,Scotland,FIFE,30
56060,2021.0,10.0,England,HUMBERSIDE,Scotland,GRAMPIAN,50
56062,2021.0,10.0,England,HUMBERSIDE,Wales,CLWYD,3
56073,2021.0,10.0,England,KENT,England,AVON,5
56077,2021.0,10.0,England,KENT,England,DEVON,8
56078,2021.0,10.0,England,KENT,England,DURHAM,20
56081,2021.0,10.0,England,KENT,England,GLOUCESTERSHIRE,22
56083,2021.0,10.0,England,KENT,England,GREATER MANCHESTER,17
56085,2021.0,10.0,England,KENT,England,ISLE OF WIGHT,4
56089,2021.0,10.0,England,KENT,England,NORTH YORKSHIRE,87
56090,2021.0,10.0,England,KENT,England,NOTTINGHAMSHIRE,5
56091,2021.0,10.0,England,KENT,England,SHROPSHIRE,11
56092,2021.0,10.0,England,KENT,England,SOMERSET,7
56096,2021.0,10.0,England,KENT,England,WEST YORKSHIRE,1
56098,2021.0,10.0,England,KENT,Wales,MID GLAMORGAN,37
56133,2021.0,10.0,England,LEICESTERSHIRE,England,AVON,40
56137,2021.0,10.0,England,LEICESTERSHIRE,England,CHESHIRE,92
56138,2021.0,10.0,England,LEICESTERSHIRE,England,CORNWALL,50
56139,2021.0,10.0,England,LEICESTERSHIRE,England,CUMBRIA,6
56140,2021.0,10.0,England,LEICESTERSHIRE,England,DERBYSHIRE,213
56142,2021.0,10.0,England,LEICESTERSHIRE,England,GLOUCESTERSHIRE,3
56143,2021.0,10.0,England,LEICESTERSHIRE,England,GREATER MANCHESTER,2
56144,2021.0,10.0,England,LEICESTERSHIRE,England,HEREFORD & WORCESTER,137
56148,2021.0,10.0,England,LEICESTERSHIRE,England,LANCASHIRE,1
56153,2021.0,10.0,England,LEICESTERSHIRE,England,NORTH YORKSHIRE,299
56154,2021.0,10.0,England,LEICESTERSHIRE,England,NOTTINGHAMSHIRE,208
56156,2021.0,10.0,England,LEICESTERSHIRE,England,SHROPSHIRE,150
56157,2021.0,10.0,England,LEICESTERSHIRE,England,SOMERSET,85
56158,2021.0,10.0,England,LEICESTERSHIRE,England,SOUTH YORKSHIRE,162
56159,2021.0,10.0,England,LEICESTERSHIRE,England,STAFFORDSHIRE,192
56162,2021.0,10.0,England,LEICESTERSHIRE,England,WARWICKSHIRE,431
56163,2021.0,10.0,England,LEICESTERSHIRE,England,WEST MIDLANDS,29
56165,2021.0,10.0,England,LEICESTERSHIRE,England,WEST YORKSHIRE,1
56167,2021.0,10.0,England,LEICESTERSHIRE,Scotland,DUMFRIES & GALLOWAY,4
56168,2021.0,10.0,England,LEICESTERSHIRE,Scotland,GRAMPIAN,14
56169,2021.0,10.0,England,LEICESTERSHIRE,Scotland,STRATHCLYDE,3
56170,2021.0,10.0,England,LEICESTERSHIRE,Wales,DYFED,23
56171,2021.0,10.0,England,LEICESTERSHIRE,Wales,GWENT,2
56172,2021.0,10.0,England,LEICESTERSHIRE,Wales,MID GLAMORGAN,191
56174,2021.0,10.0,England,LINCOLNSHIRE,England,CHESHIRE,3
56175,2021.0,10.0,England,LINCOLNSHIRE,England,CUMBRIA,15
56176,2021.0,10.0,England,LINCOLNSHIRE,England,DERBYSHIRE,41
56177,2021.0,10.0,England,LINCOLNSHIRE,England,GREATER MANCHESTER,24
56178,2021.0,10.0,England,LINCOLNSHIRE,England,HEREFORD & WORCESTER,2
56180,2021.0,10.0,England,LINCOLNSHIRE,England,LANCASHIRE,6
56185,2021.0,10.0,England,LINCOLNSHIRE,England,NORTHUMBERLAND,1
56186,2021.0,10.0,England,LINCOLNSHIRE,England,NORTH YORKSHIRE,44
56187,2021.0,10.0,England,LINCOLNSHIRE,England,NOTTINGHAMSHIRE,15
56189,2021.0,10.0,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,302
56191,2021.0,10.0,England,LINCOLNSHIRE,England,WEST MIDLANDS,6
56192,2021.0,10.0,England,LINCOLNSHIRE,England,WEST YORKSHIRE,16
56194,2021.0,10.0,England,LINCOLNSHIRE,Scotland,DUMFRIES & GALLOWAY,3
56195,2021.0,10.0,England,LINCOLNSHIRE,Scotland,FIFE,54
56196,2021.0,10.0,England,LINCOLNSHIRE,Wales,POWYS,20
56212,2021.0,10.0,England,NORFOLK,England,LANCASHIRE,36
56216,2021.0,10.0,England,NORFOLK,England,NORTH YORKSHIRE,18
56217,2021.0,10.0,England,NORFOLK,England,NOTTINGHAMSHIRE,27
56218,2021.0,10.0,England,NORFOLK,England,SOMERSET,8
56219,2021.0,10.0,England,NORFOLK,England,SOUTH YORKSHIRE,140
56220,2021.0,10.0,England,NORFOLK,England,STAFFORDSHIRE,103
56223,2021.0,10.0,England,NORFOLK,England,WEST YORKSHIRE,20
56225,2021.0,10.0,England,NORFOLK,Wales,DYFED,1
56226,2021.0,10.0,England,NORFOLK,Wales,MID GLAMORGAN,34
56227,2021.0,10.0,England,NORTHAMPTONSHIRE,England,AVON,5
56231,2021.0,10.0,England,NORTHAMPTONSHIRE,England,CHESHIRE,16
56234,2021.0,10.0,England,NORTHAMPTONSHIRE,England,HEREFORD & WORCESTER,42
56235,2021.0,10.0,England,NORTHAMPTONSHIRE,England,LANCASHIRE,34
56240,2021.0,10.0,England,NORTHAMPTONSHIRE,England,NORTH YORKSHIRE,21
56241,2021.0,10.0,England,NORTHAMPTONSHIRE,England,NOTTINGHAMSHIRE,23
56243,2021.0,10.0,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,149
56244,2021.0,10.0,England,NORTHAMPTONSHIRE,England,SOUTH YORKSHIRE,51
56245,2021.0,10.0,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,4
56248,2021.0,10.0,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,137
56250,2021.0,10.0,England,NORTHAMPTONSHIRE,Scotland,CENTRAL,32
56251,2021.0,10.0,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,19
56252,2021.0,10.0,England,NORTHAMPTONSHIRE,Wales,POWYS,39
56353,2021.0,10.0,England,OXFORDSHIRE,England,AVON,64
56357,2021.0,10.0,England,OXFORDSHIRE,England,CHESHIRE,7
56358,2021.0,10.0,England,OXFORDSHIRE,England,CUMBRIA,5
56359,2021.0,10.0,England,OXFORDSHIRE,England,DEVON,1
56360,2021.0,10.0,England,OXFORDSHIRE,England,DORSET,20
56362,2021.0,10.0,England,OXFORDSHIRE,England,GLOUCESTERSHIRE,310
56363,2021.0,10.0,England,OXFORDSHIRE,England,HEREFORD & WORCESTER,68
56370,2021.0,10.0,England,OXFORDSHIRE,England,SHROPSHIRE,72
56371,2021.0,10.0,England,OXFORDSHIRE,England,SOMERSET,57
56372,2021.0,10.0,England,OXFORDSHIRE,England,SOUTH YORKSHIRE,40
56374,2021.0,10.0,England,OXFORDSHIRE,England,WARWICKSHIRE,62
56375,2021.0,10.0,England,OXFORDSHIRE,England,WILTSHIRE,172
56377,2021.0,10.0,England,OXFORDSHIRE,Wales,MID GLAMORGAN,113
56378,2021.0,10.0,England,OXFORDSHIRE,Wales,POWYS,1
56534,2021.0,10.0,England,SUFFOLK,England,DERBYSHIRE,1
56539,2021.0,10.0,England,SUFFOLK,England,NORTH YORKSHIRE,55
56540,2021.0,10.0,England,SUFFOLK,England,NOTTINGHAMSHIRE,5
56541,2021.0,10.0,England,SUFFOLK,England,SOUTH YORKSHIRE,33
56545,2021.0,10.0,England,SUFFOLK,Scotland,FIFE,25
56546,2021.0,10.0,England,SUFFOLK,Wales,MID GLAMORGAN,31
56552,2021.0,10.0,England,SURREY,England,GLOUCESTERSHIRE,15
56556,2021.0,10.0,England,SURREY,England,NORTH YORKSHIRE,60
56558,2021.0,10.0,England,SURREY,England,SOMERSET,3
56562,2021.0,10.0,England,SURREY,Scotland,CENTRAL,2
56614,2021.0,10.0,England,WEST SUSSEX,England,AVON,7
56618,2021.0,10.0,England,WEST SUSSEX,England,CORNWALL,30
56619,2021.0,10.0,England,WEST SUSSEX,England,DEVON,40
56620,2021.0,10.0,England,WEST SUSSEX,England,DORSET,8
56623,2021.0,10.0,England,WEST SUSSEX,England,GLOUCESTERSHIRE,14
56630,2021.0,10.0,England,WEST SUSSEX,England,SHROPSHIRE,2
56631,2021.0,10.0,England,WEST SUSSEX,England,SOMERSET,25
56632,2021.0,10.0,England,WEST SUSSEX,England,SOUTH YORKSHIRE,2
56633,2021.0,10.0,England,WEST SUSSEX,England,STAFFORDSHIRE,1
56637,2021.0,10.0,England,WEST SUSSEX,England,WILTSHIRE,92
56639,2021.0,10.0,England,WEST SUSSEX,Scotland,BORDERS,65
56640,2021.0,10.0,England,WEST SUSSEX,Wales,CLWYD,1
57298,2021.0,11.0,England,BEDFORDSHIRE,England,GLOUCESTERSHIRE,10
57305,2021.0,11.0,England,BEDFORDSHIRE,Wales,MID GLAMORGAN,35
57306,2021.0,11.0,England,BERKSHIRE,England,AVON,52
57310,2021.0,11.0,England,BERKSHIRE,England,DEVON,9
57311,2021.0,11.0,England,BERKSHIRE,England,GLOUCESTERSHIRE,75
57315,2021.0,11.0,England,BERKSHIRE,England,NORTH YORKSHIRE,1
57317,2021.0,11.0,England,BERKSHIRE,England,SOMERSET,11
57319,2021.0,11.0,England,BERKSHIRE,England,WARWICKSHIRE,1
57321,2021.0,11.0,England,BERKSHIRE,England,WILTSHIRE,11
57323,2021.0,11.0,England,BERKSHIRE,Wales,CLWYD,7
57324,2021.0,11.0,England,BERKSHIRE,Wales,MID GLAMORGAN,25
57326,2021.0,11.0,England,BUCKINGHAMSHIRE,England,AVON,18
57329,2021.0,11.0,England,BUCKINGHAMSHIRE,England,CHESHIRE,24
57330,2021.0,11.0,England,BUCKINGHAMSHIRE,England,CUMBRIA,1
57331,2021.0,11.0,England,BUCKINGHAMSHIRE,England,DORSET,1
57332,2021.0,11.0,England,BUCKINGHAMSHIRE,England,GLOUCESTERSHIRE,5
57334,2021.0,11.0,England,BUCKINGHAMSHIRE,England,GREATER MANCHESTER,165
57336,2021.0,11.0,England,BUCKINGHAMSHIRE,England,HEREFORD & WORCESTER,3
57343,2021.0,11.0,England,BUCKINGHAMSHIRE,England,SHROPSHIRE,11
57344,2021.0,11.0,England,BUCKINGHAMSHIRE,England,SOUTH YORKSHIRE,119
57345,2021.0,11.0,England,BUCKINGHAMSHIRE,England,STAFFORDSHIRE,9
57347,2021.0,11.0,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,54
57349,2021.0,11.0,England,BUCKINGHAMSHIRE,England,WILTSHIRE,1
57351,2021.0,11.0,England,BUCKINGHAMSHIRE,Wales,GWENT,12
57352,2021.0,11.0,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,217
